dataTime,pcelRsrp,ncell1Rsrp,ncell2Rsrp,mcs1Dl,mcs2Dl,wbCqi,mcs2dl_ave,prb_used_pcell,pdu_used,tbs_used,prb_used_ncell1,prb_used_ncell2,prb_retxrate
2021-06-10+20_14_23,-78,-100,-100,28,28,15,28,10224,426,937149,0,13761,0.103315208
2021-06-10+20_14_24,-78,-97,-100,28,28,15,27.98843931,12557,522,1151061,0,12428,0.146537076
2021-06-10+20_14_25,-78,-98,-100,28,28,15,28,6583,276,602708,0,10192,0.136995281
2021-06-10+20_14_26,-78,-98,-100,28,28,15,27.9981982,13429,559,1231013,0,5934,0.122230211
2021-06-10+20_14_27,-78,-96,-100,28,28,15,28,16573,682,1519780,0,12978,0.15205935
2021-06-10+20_14_28,-78,-98,-100,28,28,15,27.99497487,14448,601,1324424,0,14307,0.106272424
2021-06-10+20_14_29,-78,-98,-100,28,28,15,27.99719101,7961,362,730009,0,13616,0.071928188
2021-06-10+20_14_31,-78,-97,-100,28,28,15,28,10511,468,964208,0,12190,0.106131474
2021-06-10+20_14_32,-77,-97,-100,28,28,15,27.99877301,19835,817,1818821,0,10009,0.100290302
2021-06-10+20_14_33,-78,-101,-100,28,28,15,27.94636015,12684,526,1162360,0,3098,0.08813803
2021-06-10+20_14_34,-78,-95,-100,28,28,15,27.95072993,13173,551,1207128,0,13069,0.141096694
2021-06-10+20_14_35,-78,-96,-100,28,28,15,27.96190476,12726,529,1166219,0,15854,0.135579405
2021-06-10+20_14_36,-78,-98,-100,28,28,15,28,7301,304,668483,0,18209,0.127822243
2021-06-10+20_14_37,-78,-102,-100,28,28,15,27.99708455,8319,348,762123,0,17593,0.095367551
2021-06-10+20_14_38,-78,-102,-100,28,28,15,28,9072,380,831305,0,12409,0.180191578
2021-06-10+20_14_39,-77,-101,-100,28,28,15,27.76181102,12107,511,1108926,0,11312,0.107285061
2021-06-10+20_14_40,-77,-98,-100,28,28,15,27.99821429,13628,563,1249283,0,9976,0.139048582
2021-06-10+20_14_41,-77,-98,-100,28,28,15,27.96434938,13559,566,1242499,0,17729,0.137906918
2021-06-10+20_14_42,-77,-99,-100,28,28,15,27.98979592,14316,591,1312444,0,10454,0.143318772
2021-06-10+20_14_43,-77,-100,-100,28,28,15,28,1042,53,94011,0,2152,0.064631957
2021-06-10+20_14_44,-77,-96,-100,28,28,15,27.99394856,16050,662,1471693,0,11600,0.213389531
2021-06-10+20_14_45,-77,-99,-100,28,28,15,27.96075085,14222,590,1303581,0,1891,0.107331157
2021-06-10+20_14_46,-77,-103,-100,28,28,15,27.99376947,7783,327,712669,0,16477,0.223408501
2021-06-10+20_14_47,-77,-100,-101,28,28,15,27.97164461,12878,534,1180097,0,8335,0.131507958
2021-06-10+20_14_48,-77,-100,-109,28,28,15,27.87931034,2800,123,255488,0,14105,0.028115238
2021-06-10+20_14_49,-78,-98,-109,28,28,15,27.93835616,14095,588,1291764,0,11936,0.106157651
2021-06-10+20_14_50,-78,-96,-109,28,28,15,27.99483871,18806,778,1724147,0,14267,0.126967179
2021-06-10+20_14_51,-78,-97,-109,28,28,15,28,20677,849,1895927,0,6319,0.104232552
2021-06-10+20_14_52,-78,-97,-98,28,28,15,27.98494624,22639,931,2075850,0,10497,0.094838271
2021-06-10+20_14_53,-78,-97,-98,28,28,15,27.99877451,19885,817,1823664,0,10316,0.131583544
2021-06-10+20_14_55,-78,-96,-98,28,28,15,28,16522,685,1514933,0,13463,0.119202474
2021-06-10+20_14_56,-78,-96,-98,28,28,15,27.98730159,15268,634,1399434,0,9306,0.139540126
2021-06-10+20_14_57,-78,-96,-98,28,28,15,28,18630,768,1708464,0,11983,0.128869354
2021-06-10+20_14_58,-78,-100,-98,28,28,15,27.98214286,5367,231,490977,0,13349,0.164279041
2021-06-10+20_14_59,-78,-101,-98,28,28,15,27.98760331,11778,489,1079178,0,13075,0.12574228
2021-06-10+20_15_00,-78,-96,-98,28,27,15,27.83238095,12598,529,1153712,0,17956,0.158618847
2021-06-10+20_15_01,-78,-98,-98,28,28,15,28,3825,165,349524,0,13096,0.078091106
2021-06-10+20_15_02,-78,-100,-98,28,28,15,28,7929,331,726261,0,2001,0.163960354
2021-06-10+20_15_03,-78,-100,-98,28,28,15,27.94650206,11714,491,1073258,0,13227,0.123072316
2021-06-10+20_15_04,-78,-98,-98,28,28,15,27.97373358,12912,537,1183132,0,3408,0.07014259
2021-06-10+20_15_05,-78,-100,-98,28,28,15,27.99610136,12495,518,1145184,0,10920,0.109535348
2021-06-10+20_15_06,-78,-96,-98,28,28,15,28,12362,510,1133083,0,13093,0.145385413
2021-06-10+20_15_07,-78,-98,-98,28,28,15,27.98963731,9285,390,850637,0,14870,0.122898167
2021-06-10+20_15_08,-78,-98,-98,28,28,15,27.98890943,13157,546,1205612,0,10827,0.156710678
2021-06-10+20_15_09,-78,-99,-98,28,28,15,27.83972125,6827,294,624518,0,11563,0.155178815
2021-06-10+20_15_10,-78,-100,-98,28,28,15,27.91293532,9720,406,890557,0,7566,0.117967332
2021-06-10+20_15_11,-78,-97,-98,28,28,15,27.98203593,12126,505,1111352,0,12347,0.135955537
2021-06-10+20_15_12,-78,-97,-97,28,28,15,27.95902883,16029,662,1469503,0,11859,0.141180883
2021-06-10+20_15_13,-78,-97,-97,28,28,15,28,20739,849,1902084,0,13888,0.126116636
2021-06-10+20_15_14,-78,-98,-103,28,28,15,27.95486111,13906,580,1274466,0,22081,0.093658346
2021-06-10+20_15_15,-78,-95,-99,28,28,15,27.9979716,11932,497,1093676,0,16206,0.146128524
2021-06-10+20_15_16,-78,-98,-100,28,28,15,28,5947,250,544406,0,13265,0.074540927
2021-06-10+20_15_19,-78,-96,-97,28,28,15,27.99914384,28458,1175,2608795,0,35490,0.126921307
2021-06-10+20_15_20,-78,-96,-99,28,28,15,27.89277899,10981,462,1005696,0,17503,0.124391994
2021-06-10+20_15_21,-78,-100,-106,28,28,15,27.72674419,4056,179,370351,0,12331,0.075660893
2021-06-10+20_15_22,-78,-98,-107,28,28,15,27.88059701,3248,142,296202,0,11395,0.062084897
2021-06-10+20_15_23,-77,-98,-107,28,28,15,28,10506,439,962796,0,16420,0.13273898
2021-06-10+20_15_24,-77,-99,-107,28,28,15,27.98842975,14706,609,1347741,0,13325,0.123233769
2021-06-10+20_15_25,-77,-101,-107,28,28,15,28,8685,362,795738,0,13951,0.165465552
2021-06-10+20_15_26,-78,-97,-107,28,28,15,27.9877193,13797,575,1264377,0,15716,0.119752456
2021-06-10+20_15_27,-78,-98,-107,28,28,15,28,11287,466,1034403,0,21398,0.182930361
2021-06-10+20_15_28,-78,-97,-107,28,28,15,27.95073892,9814,410,899105,0,24416,0.150008661
2021-06-10+20_15_29,-78,-98,-107,28,28,15,28,8153,344,746813,0,20970,0.151171265
2021-06-10+20_15_30,-78,-98,-107,28,28,15,27.83805668,11863,498,1086518,0,20162,0.127528131
2021-06-10+20_15_31,-78,-100,-107,28,28,15,27.94008264,11704,490,1072237,0,21218,0.108877722
2021-06-10+20_15_32,-78,-96,-107,28,28,15,27.98529412,11587,480,1061587,0,16013,0.09961924
2021-06-10+20_15_33,-78,-96,-107,28,28,15,28,9781,406,896174,0,10522,0.074207288
2021-06-10+20_15_34,-78,-96,-107,28,28,15,27.99329983,14483,601,1327661,0,11829,0.11343046
2021-06-10+20_15_35,-78,-97,-98,28,28,15,27.99475524,13861,576,1270627,0,13496,0.098412905
2021-06-10+20_15_36,-78,-101,-98,28,28,15,27.99356913,15052,625,1379964,0,12213,0.109454502
2021-06-10+20_15_37,-78,-98,-98,28,28,15,28,11424,477,1047077,0,11339,0.101886792
2021-06-10+20_15_38,-78,-96,-98,28,28,15,27.988,12141,505,1112474,0,8324,0.10398524
2021-06-10+20_15_39,-78,-99,-98,28,14,15,24.25,128,16,10096,0,12485,0.280898876
2021-06-10+20_15_40,-78,-97,-98,28,28,15,27.86012526,11528,483,1056044,0,18090,0.094991364
2021-06-10+20_15_41,-78,-98,-98,28,28,15,27.97971014,8384,350,767748,0,7255,0.079288381
2021-06-10+20_15_44,-78,-99,-97,28,28,15,27.9985444,16641,698,1524262,0,35280,0.143099897
2021-06-10+20_15_45,-78,-98,-97,28,28,15,27.98958333,14030,579,1286183,0,13125,0.116443101
2021-06-10+20_15_46,-78,-97,-97,28,28,15,27.99253731,13005,540,1191914,0,13884,0.133
2021-06-10+20_15_47,-78,-97,-97,28,28,15,27.99009901,12333,509,1130188,0,13262,0.169047298
2021-06-10+20_15_48,-78,-96,-97,28,28,15,28,12862,536,1179119,0,13567,0.1380512
2021-06-10+20_15_49,-77,-95,-97,28,28,15,27.98947368,13730,574,1258572,0,14145,0.112533126
2021-06-10+20_15_50,-77,-96,-97,28,28,15,28,12801,530,1173422,0,15830,0.116989722
2021-06-10+20_15_51,-77,-96,-97,28,28,15,27.95437956,13242,553,1213426,0,13190,0.09617091
2021-06-10+20_15_52,-77,-97,-99,28,28,15,27.98744113,15462,639,1417490,0,12603,0.119074749
2021-06-10+20_15_53,-77,-95,-99,28,28,15,28,21540,886,1975506,0,13773,0.113361324
2021-06-10+20_15_54,-77,-96,-99,28,28,15,27.96909492,11008,457,1008755,0,9210,0.165238492
2021-06-10+20_15_55,-77,-97,-99,28,28,15,27.99839228,15075,626,1382004,0,4998,0.118833294
2021-06-10+20_15_56,-77,-95,-99,28,28,15,27.92173913,13906,578,1274344,0,12853,0.160873763
2021-06-10+20_15_57,-77,-98,-99,28,28,15,27.99076517,18415,760,1688319,0,12260,0.105720668
2021-06-10+20_15_58,-77,-99,-99,28,28,15,28,4457,193,406727,0,6329,0
2021-06-10+20_15_59,-77,-96,-99,28,28,15,28,7233,301,662292,0,13173,0.128869083
2021-06-10+20_16_00,-77,-93,-99,28,28,15,28,23636,968,2167776,0,6775,0.103168279
2021-06-10+20_16_01,-77,-96,-99,28,28,15,27.99276236,20152,830,1848051,0,16948,0.143706977
2021-06-10+20_16_02,-77,-97,-99,28,28,15,27.99446494,13149,546,1205352,0,9161,0.126370341
2021-06-10+20_16_03,-77,-97,-99,28,28,15,28,12314,509,1128734,0,13803,0.08778428
2021-06-10+20_16_04,-77,-96,-99,28,28,15,28,23389,957,2145156,0,7521,0.108005034
2021-06-10+20_16_05,-77,-96,-99,28,28,15,28,21553,883,1976652,0,8640,0.103862625
2021-06-10+20_16_08,-77,-94,-99,28,28,15,28,44929,1839,4120668,0,37889,0.104536214
2021-06-10+20_16_09,-77,-96,-99,28,28,15,28,20797,851,1907148,0,21606,0.130596547
2021-06-10+20_16_10,-77,-95,-99,28,28,15,27.99523052,15210,632,1394319,0,19936,0.1317502
2021-06-10+20_16_11,-77,-97,-99,28,28,15,27.96875,12439,516,1140105,0,13653,0.099014921
2021-06-10+20_16_12,-77,-97,-99,28,28,15,27.9858156,6786,289,621192,0,12771,0.134328358
2021-06-10+20_16_13,-77,-98,-99,28,28,15,27.9895288,9201,387,843048,0,119,0.130833176
2021-06-10+20_16_14,-77,-99,-99,28,28,15,27.975,9705,405,889012,0,13261,0.16702429
2021-06-10+20_16_15,-77,-98,-99,28,28,15,27.97125257,11764,491,1077840,0,13148,0.129624149
2021-06-10+20_16_16,-77,-99,-99,28,28,15,27.99418605,12504,521,1145870,0,4417,0.11744777
2021-06-10+20_16_17,-77,-97,-99,28,28,15,27.97510981,16548,685,1517173,0,9501,0.131475358
2021-06-10+20_16_18,-77,-97,-99,28,28,15,27.94501018,11846,497,1085234,0,13027,0.101418494
2021-06-10+20_16_19,-77,-98,-99,28,28,15,27.98635478,12442,517,1140255,0,262,0.12163784
2021-06-10+20_16_20,-77,-97,-99,28,28,15,28,16924,702,1551857,0,12572,0.117162233
2021-06-10+20_16_21,-77,-97,-99,28,28,15,27.92320534,14482,603,1327178,0,10069,0.129111793
2021-06-10+20_16_22,-77,-97,-99,28,28,15,27.98282443,12651,527,1159513,0,2934,0.140089723
2021-06-10+20_16_23,-77,-96,-99,28,28,15,27.95009597,12662,524,1160435,0,12758,0.089326812
2021-06-10+20_16_24,-77,-97,-99,28,28,15,27.94375,15447,644,1415633,0,12819,0.094920021
2021-06-10+20_16_25,-77,-97,-99,28,28,15,27.99253731,13018,540,1192990,0,9203,0.107255521
2021-06-10+20_16_26,-77,-97,-99,28,28,15,27.97034596,14709,610,1348356,0,3802,0.109570797
2021-06-10+20_16_27,-77,-97,-98,28,28,15,27.99822064,13535,566,1240830,0,12292,0.10795492
2021-06-10+20_16_28,-77,-98,-107,28,28,15,28,12766,527,1170320,0,4213,0.131150888
2021-06-10+20_16_29,-77,-98,-98,28,28,15,28,12043,499,1103948,0,8577,0.096684668
2021-06-10+20_16_30,-77,-98,-99,28,28,15,28,11753,487,1077134,0,12734,0.126560642
2021-06-10+20_16_31,-77,-103,-106,28,28,15,27.49450549,2083,98,189459,0,638,0.131359466
2021-06-10+20_16_32,-77,-102,-107,28,28,15,27.99270073,10015,415,917605,0,12764,0.140785861
2021-06-10+20_16_34,-77,-96,-98,28,28,15,27.98351648,13233,550,1212600,0,12161,0.116740088
2021-06-10+20_16_35,-77,-98,-104,28,28,15,27.98425197,12332,513,1129924,0,1757,0.101297187
2021-06-10+20_16_36,-77,-99,-99,28,28,15,27.99425287,4200,181,383941,0,12403,0.130254711
2021-06-10+20_16_37,-77,-101,-99,28,28,15,27.93850267,9043,378,828583,0,26,0.115339464
2021-06-10+20_16_38,-77,-102,-99,28,28,15,28,13564,563,1243389,0,13053,0.116063864
2021-06-10+20_16_39,-77,-97,-99,28,28,15,27.98,10920,455,1000516,0,12580,0.110821594
2021-06-10+20_16_40,-77,-101,-99,28,28,15,27.99207921,12234,509,1121328,0,9887,0.126891236
2021-06-10+20_16_41,-77,-93,-99,28,28,15,27.96857671,13089,545,1199544,0,3765,0.118763886
2021-06-10+20_16_42,-77,-95,-99,28,28,15,28,4458,190,407617,0,14201,0.158391542
2021-06-10+20_16_43,-77,-97,-99,28,28,15,27.98128898,11662,485,1068892,0,13237,0.114368165
2021-06-10+20_16_44,-77,-96,-99,28,28,15,28,20227,827,1855164,0,13629,0.14563886
2021-06-10+20_16_45,-77,-96,-96,28,28,15,28,19051,784,1746966,0,12227,0.167242208
2021-06-10+20_16_46,-77,-96,-96,28,28,15,28,20978,859,1923989,0,14766,0.111967151
2021-06-10+20_16_47,-77,-96,-96,28,28,15,27.99856528,16951,699,1554288,0,1690,0.101124191
2021-06-10+20_16_48,-77,-102,-100,28,28,15,28,13423,556,1230361,0,24344,0.118531652
2021-06-10+20_16_49,-77,-99,-100,28,28,15,27.95492958,8605,360,788219,0,14967,0.145057129
2021-06-10+20_16_50,-77,-97,-100,28,28,15,27.92039801,4875,207,445753,0,20521,0.149511514
2021-06-10+20_16_51,-77,-100,-100,28,28,15,28,8419,352,771151,0,26222,0.173067479
2021-06-10+20_16_52,-76,-97,-100,28,28,15,27.98272553,12690,525,1162872,0,22564,0.138083271
2021-06-10+20_16_53,-76,-96,-100,28,28,15,27.94333333,7257,306,664137,0,22222,0.130377472
2021-06-10+20_16_54,-77,-102,-100,28,28,15,27.96017699,5349,231,489331,0,18364,0.113523368
2021-06-10+20_16_55,-77,-99,-100,28,28,15,28,12149,505,1113722,0,2488,0.08045716
2021-06-10+20_16_56,-76,-96,-100,28,28,15,27.9964539,6881,289,629757,0,11309,0.083510922
2021-06-10+20_16_57,-77,-101,-100,28,28,15,27.9950495,4867,209,445192,0,32,0.165895458
2021-06-10+20_16_58,-76,-97,-100,28,28,15,27.96699029,12496,520,1144910,0,8997,0.126337132
2021-06-10+20_16_59,-77,-99,-100,28,28,15,27.94117647,5788,244,529716,0,4292,0.076137271
2021-06-10+20_17_02,-77,-102,-100,28,28,15,27.99379653,19507,816,1787074,0,12360,0.132135071
2021-06-10+20_17_03,-77,-96,-97,28,28,15,27.92510121,11994,498,1099045,0,12928,0.133694475
2021-06-10+20_17_04,-77,-100,-97,28,28,15,27.425,838,49,74915,0,11923,0.231192661
2021-06-10+20_17_05,-77,-99,-97,28,28,15,27.99431818,12826,533,1175462,0,32,0.083988002
2021-06-10+20_17_06,-77,-97,-97,28,28,15,27.99785408,11351,470,1040180,0,11378,0.172788223
2021-06-10+20_17_07,-76,-101,-97,28,15,15,27.59701493,1514,76,137089,0,3917,0.104671792
2021-06-10+20_17_08,-76,-102,-97,28,28,15,27.996139,12536,523,1148824,0,10849,0.120218963
2021-06-10+20_17_09,-76,-94,-97,28,28,15,28,11642,480,1066963,0,12785,0.086185243
2021-06-10+20_17_10,-76,-99,-97,28,28,15,27.96791444,4486,194,410135,0,840,0.089321965
2021-06-10+20_17_11,-76,-101,-97,28,28,15,27.92982456,8268,348,757055,0,12456,0.173447966
2021-06-10+20_17_12,-76,-96,-97,28,28,15,28,12082,498,1107454,0,11878,0.130478589
2021-06-10+20_17_13,-76,-101,-97,28,28,15,26.04761905,379,31,32766,0,9650,0.17965368
2021-06-10+20_17_14,-76,-96,-102,28,28,15,28,8466,351,775436,0,9085,0.109872779
2021-06-10+20_17_15,-76,-101,-102,28,28,15,27.95510204,5927,251,542174,0,9452,0.160481586
2021-06-10+20_17_16,-76,-96,-102,28,28,15,27.97571744,10941,459,1002063,0,18564,0.118940248
2021-06-10+20_17_17,-76,-96,-102,28,28,15,27.96998124,12906,535,1183160,0,23146,0.183526286
2021-06-10+20_17_18,-76,-96,-102,28,14,15,27.9640592,11500,478,1053405,0,3321,0.03628593
2021-06-10+20_17_19,-76,-98,-102,28,28,15,27.94117647,6908,295,632209,0,7660,0.018052594
2021-06-10+20_17_20,-76,-97,-102,28,28,15,27.9940239,12185,507,1116474,0,18599,0.01718019
2021-06-10+20_17_21,-76,-94,-97,28,28,15,27.98892989,13131,548,1203017,0,11904,0.013151962
2021-06-10+20_17_22,-76,-97,-97,28,28,15,27.99118943,10965,459,1004532,0,14056,0.015797505
2021-06-10+20_17_23,-76,-96,-96,28,28,15,28,15266,634,1399146,0,11900,0.024037847
2021-06-10+20_17_24,-76,-97,-98,28,28,15,27.94962687,12969,540,1188306,0,12607,0.01331406
2021-06-10+20_17_26,-76,-94,-97,28,28,15,28,16739,693,1534942,0,14293,0.025839493
2021-06-10+20_17_27,-76,-99,-96,28,28,15,27.97994652,18163,750,1664848,0,12400,0.020281569
2021-06-10+20_17_28,-76,-94,-95,28,28,15,27.99527745,20563,849,1885255,0,14761,0.014993294
2021-06-10+20_17_29,-76,-95,-96,28,28,15,27.98481781,23983,990,2198645,0,12115,0.021461504
2021-06-10+20_17_30,-76,-96,-96,28,28,15,27.9967462,22468,923,2060105,0,14745,0.020191008
2021-06-10+20_17_31,-76,-100,-101,28,28,15,27.99627792,19558,810,1792920,0,12019,0.005086987
2021-06-10+20_17_32,-76,-101,-106,28,28,15,27.99423631,8408,353,769879,0,14737,0.013261354
2021-06-10+20_17_33,-76,-99,-106,28,28,15,27.9939759,12058,503,1104937,0,12311,0.020232388
2021-06-10+20_17_34,-76,-102,-106,28,28,15,19.5,26,10,666,0,14832,0
2021-06-10+20_17_35,-76,-96,-106,28,28,15,27.95611285,7699,326,704788,0,12206,0.029497038
2021-06-10+20_17_36,-77,-102,-106,28,28,15,27.99069767,5142,222,470333,0,14772,0.020571429
2021-06-10+20_17_37,-76,-102,-106,28,28,15,13.66666667,22,11,209,0,11109,0.153846154
2021-06-10+20_17_38,-77,-95,-106,28,28,15,27.97070313,12330,517,1129745,0,15767,0.023288973
2021-06-10+20_17_39,-77,-97,-106,28,28,15,27.99270073,9944,417,910727,0,12376,0.002507774
2021-06-10+20_17_40,-77,-98,-106,28,28,15,28,8146,342,745987,0,14625,0.022558195
2021-06-10+20_17_41,-77,-101,-106,28,28,15,28,8253,348,755843,0,11238,0.00602192
2021-06-10+20_17_42,-77,-97,-106,28,28,15,27.9123506,6064,259,554368,0,15850,0.004105764
2021-06-10+20_17_43,-77,-100,-106,28,28,15,27.99561404,5513,234,504479,0,13206,0.043380184
2021-06-10+20_17_44,-77,-101,-98,28,28,15,27.95168067,11563,482,1059166,0,14126,0.026519616
2021-06-10+20_17_45,-77,-96,-98,28,28,15,27.91570881,12582,526,1152435,0,10793,0.005925575
2021-06-10+20_17_46,-77,-101,-98,28,28,15,26.22222222,169,18,13670,0,16229,0
2021-06-10+20_17_47,-77,-101,-98,28,28,15,27.98510638,11414,475,1045805,0,10812,0.016204103
2021-06-10+20_17_50,-77,-100,-99,28,28,15,28,13440,569,1230272,0,27018,0.021050331
2021-06-10+20_17_51,-77,-101,-104,28,28,15,27.99309154,13989,584,1281972,0,16213,0.024408955
2021-06-10+20_17_52,-77,-101,-102,28,28,15,27.96022727,12820,532,1174782,0,10837,0.009656238
2021-06-10+20_17_53,-77,-97,-102,28,28,15,27.99297012,13760,574,1260816,0,14636,0.017844397
2021-06-10+20_17_54,-77,-96,-102,28,28,15,27.99719101,26053,1068,2388977,0,12350,0.015604927
2021-06-10+20_17_55,-77,-96,-102,28,28,15,28,24097,987,2209740,0,14775,0.012822614
2021-06-10+20_17_56,-77,-96,-96,28,28,15,28,26191,1073,2401764,0,12261,0.022942625
2021-06-10+20_17_57,-77,-96,-96,28,28,15,27.99460626,22558,929,2068064,0,14594,0.020112072
2021-06-10+20_17_58,-77,-96,-96,28,28,15,27.99358289,22710,936,2082212,0,12424,0.018921721
2021-06-10+20_17_59,-77,-96,-96,28,28,15,28,22670,930,2078721,0,14523,0.015759997
2021-06-10+20_18_00,-77,-96,-96,28,28,15,27.99423631,25343,1042,2323699,0,12490,0.015576445
2021-06-10+20_18_01,-77,-100,-96,28,28,15,28,10886,454,997546,0,12642,0.013502492
2021-06-10+20_18_02,-77,-96,-96,28,28,15,27.94455446,12245,509,1121997,0,13684,0.012579631
2021-06-10+20_18_03,-77,-99,-96,28,28,15,24.5,62,13,3990,0,11421,0
2021-06-10+20_18_04,-77,-100,-99,28,28,15,28,13880,576,1272213,0,12265,0.028351418
2021-06-10+20_18_05,-77,-102,-99,28,28,15,24.5,64,13,4150,0,14663,0.157894737
2021-06-10+20_18_06,-77,-99,-99,28,28,15,27.99623352,12881,534,1180650,0,11746,0.00938245
2021-06-10+20_18_07,-77,-97,-99,28,28,15,27.96296296,12479,517,1143553,0,15211,0.017091997
2021-06-10+20_18_08,-77,-97,-99,28,28,15,27.98053528,9949,418,910975,0,13921,0.040782877
2021-06-10+20_18_09,-77,-101,-99,28,28,15,27.96453901,3344,149,305108,0,13718,0.034920635
2021-06-10+20_18_10,-77,-98,-99,28,28,15,27.95961538,12529,525,1147877,0,13498,0.012998267
2021-06-10+20_18_13,-76,-97,-99,28,28,15,27.94934334,25837,1075,2367135,0,23514,0.0210291
2021-06-10+20_18_14,-77,-98,-99,28,28,15,27.97816594,16616,690,1522912,0,14148,0.018778788
2021-06-10+20_18_15,-77,-97,-99,28,28,15,27.99689441,23508,966,2155711,0,12809,0.01471143
2021-06-10+20_18_16,-77,-94,-99,28,28,15,28,21850,898,2003659,0,11103,0.020399014
2021-06-10+20_18_17,-77,-100,-99,28,28,15,27.83333333,972,51,87256,0,15805,0.002053388
2021-06-10+20_18_18,-77,-99,-99,28,28,15,27.98684211,11049,460,1012480,0,10814,0.013394053
2021-06-10+20_18_19,-77,-96,-99,28,28,15,28,13794,572,1264348,0,11504,0.006553835
2021-06-10+20_18_20,-77,-99,-99,28,28,15,27.98409894,13745,570,1259571,0,15486,0.01079525
2021-06-10+20_18_21,-77,-98,-97,28,28,15,27.99437148,12949,539,1186314,0,14135,0.022643218
2021-06-10+20_18_22,-77,-101,-97,28,28,15,27.99452555,13296,551,1218739,0,12772,0.013137386
2021-06-10+20_18_23,-77,-100,-97,28,28,15,27.96850394,15422,638,1413427,0,14043,0.018332272
2021-06-10+20_18_24,-77,-100,-97,28,28,15,27.98312236,11493,480,1052755,0,12909,0.018195797
2021-06-10+20_18_25,-77,-101,-97,28,28,15,28,12136,506,1112115,0,10949,0.013413544
2021-06-10+20_18_26,-77,-100,-97,28,28,15,27.99396378,12107,501,1109440,0,13431,0.014248494
2021-06-10+20_18_27,-77,-99,-97,28,28,15,27.9852459,14791,614,1355428,0,13231,0.018318179
2021-06-10+20_18_28,-77,-97,-97,28,28,15,28,12074,499,1106535,0,10878,0.013320258
2021-06-10+20_18_29,-77,-96,-98,28,28,15,27.99070385,18241,756,1672202,0,11114,0.013039714
2021-06-10+20_18_30,-77,-95,-98,28,28,15,27.99691358,23689,972,2172255,0,15833,0.009408715
2021-06-10+20_18_31,-77,-97,-98,28,28,15,28,16784,697,1538626,0,10803,0.029546112
2021-06-10+20_18_32,-77,-96,-98,28,28,15,27.9980315,12330,514,1129647,0,14413,0.027218935
2021-06-10+20_18_33,-77,-96,-98,28,28,15,27.94343066,13166,552,1206460,0,12556,0.025895235
2021-06-10+20_18_34,-77,-97,-98,28,28,15,27.9886202,16980,706,1556439,0,10774,0.002408789
2021-06-10+20_18_35,-77,-101,-97,28,28,15,27.99180328,8803,372,806306,0,11440,0.029330687
2021-06-10+20_18_38,-77,-98,-98,28,28,15,27.98959319,25509,1065,2337654,0,26296,0.010396865
2021-06-10+20_18_39,-77,-97,-98,28,28,15,27.98825832,12334,515,1130321,0,10778,0.028130171
2021-06-10+20_18_40,-77,-97,-98,28,28,15,27.99597586,12032,501,1102665,0,15434,0.022106632
2021-06-10+20_18_41,-77,-95,-98,28,28,15,27.99758454,10073,420,922655,0,11539,0.012257305
2021-06-10+20_18_42,-77,-97,-98,28,28,15,27.98969072,14069,587,1289253,0,10774,0.027846877
